"ISBN","Titles","AuthorFN","AuthorLN","TranslatorFN","TranslatorLN","Publisher","Genre","Price","Month","Year","Language","Country","OtherFN","OtherLN","Other Role"
"9780979513794","Poems of A. O. Barnabooth","Valery","Larbaud","Ron","Padgett","Black Widow Press","Poetry","$19.95 ","June",2008,"French","France","Bill","Zavatsky","Translator"
"9780307269751","Girl with the Dragon Tattoo","Stieg","Larsson","Reg","Keeland","Knopf","Fiction","$24.95 ","Sept",2008,"Swedish","Sweden",,,
"9780979333088","Great Weaver from Kashmir","Halldor","Laxness","Philip","Roughton","Archipelago","Fiction","$26.00 ","Oct",2008,"Icelandic","Iceland",,,
"9781905762316","Martha, Jack & Shanco","Caryl","Lewis","Gwen","Davies","Parthian","Fiction","$19.95 ","Mar",2008,"Welsh","Wales",,,
"9781933372532","Via Delle Oche","Carlo","Lucarelli","Michael","Reynolds","Europa Editions","Fiction","$14.95 ","June",2008,"Italian","Italy",,,
"9780195174045","Selected Writings","Leopold","Lugones","Sergio","Waisman","Oxford University Press","Fiction","$15.95 ","Jan",2008,"Spanish","Argentina","Gwen","Kirkpatrick","Editor"
"9781893996953","Breaking the Willow","David","Lunde","David","Lunde","White Pine","Poetry","$14.00 ","Oct",2008,"Chinese","China",,,
"9780312387563","Messengers of Death: A Mystery in Provence","Pierre","Magnan","Patricia","Clancy","St. Martin's","Fiction","$24.95 ","Oct",2008,"French","France",,,
"9789774161568","Cairo Modern","Naguib","Mahfouz","William M.","Hutchins","American University at Cairo","Fiction","$19.95 ","May",2008,"Arabic","Egypt",,,
"9789774161919","Khan al-Khalili","Naquib","Mahfouz","Roger","Allen","American University at Cairo","Fiction","$24.95 ","Oct",2008,"Arabic","Egypt",,,
"9781559708579","Human Love","Andrei","Makine","Geoffrey","Strachan","Arcade","Fiction","$25.00 ","Sept",2008,"French","France",,,
"9781565849945","Pyramid","Henning","Mankell","Ebba","Segerberg","New Press","Fiction","$26.95 ","Sept",2008,"Swedish","Sweden","Laurie","Thompson","Translator"
"9780979513725","Essential Poems and Writings","Joyce","Mansour","Serge","Gavronsky","Black Widow Press","Poetry","$24.00 ","Mar",2008,"French","France",,,
"9781400045006","Esther's Inheritance","Sandor","Marai","George","Szirtes","Knopf","Fiction","$24.00 ","Nov",2008,"Hungarian","Hungary",,,
"9780061434914","Gaudi Key","Estaban","Martin","Lisa","Dillman","William Morrow","Fiction","$24.95 ","Aug",2008,"Spanish","Spain","Andreu","Carranza",
"9780670019946","Book of Murder","Guillermo","Martinez","Sonia","Soto","Viking","Fiction","$23.95 ","Sept",2008,"Spanish","Argentina",,,
"9781933354637","Paris Noir","Aurelien","Masson","various","various","Akashic Books","Fiction","$15.95 ","Nov",2008,"French","France",,,
"9780374281359","Night Wraps the Sky","Vladimir","Mayakovsky","various","varoius","FSG","Poetry","$27.00 ","Apr",2008,"Russian","Russia","Michael","Almereyda","Editor"
"9781930972261","Pythagorean Crimes","Tefcros","Michaeliedes","Lena","Cavanagh","Parmenides","Fiction","$24.95 ","Sept",2008,"Greek","Greece",,,
"9788024614946","Everyday Spooks","Karel","Michal","David","Short","Karolinum Press","Fiction","$25.00 ","Nov",2008,"Czech","Czech Republic",,,
"9781564784933","I'd Like","Amanda","Michalopoulou","Karen","Emmerich","Dalkey Archive","Fiction","$12.50 ","Apr",2008,"Greek","Greece",,,
"9781933382111","Sea","Jules","Michellet","Katia","Sainson","Green Integer","Poetry","$13.95 ","Mar",2008,"French","France",,,
"9780972869218","Small Lives","Pierre","Michon","Jody","Gladding","Archipelago","Fiction","$15.00 ","Apr",2008,"French","France","Elizabeth","Deshays","Translator"
"9781555974923","New European Poets","Wayne","Miller","various","various","Graywolf","Poetry","$18.00 ","Apr",2008,"Various","Various","Kevin","Prufer","Editor"
"9780226531908","Madwomen: The ""Locas Mujeres"" Poems","Gabriela","Mistral","Randall","Couch","University of Chicago","Poetry","$25.00 ","Apr",2008,"Spanish","Chile",,,
"9781564784902","Temple of Wild Geese and the Bamboo Dolls of Echizen","Tsutomu","Mizukami","Dennis","Washburn","Dalkey Archive","Fiction","$22.95 ","Mar",2008,"Japanese","Japan",,,
"9780815609339","Virgin of Solitude","Taghi","Modarressi","Nasrin","Rahimieh","Syracuse University Press","Fiction","$29.95 ","Nov",2008,"Persian","Iran, Islamic Republic of",,,
"9781585678730","Wild Ride Through the Night","Walter","Moers","John","Brownjohn","Overlook","Fiction","$22.95 ","Sept",2008,"German","Germany",,,
"9780870138423","Flowers of Flame: The Unheard Voices of Iraq","Sadek","Mohammed","Soheil","Najm","Michigan State University Press","Poetry","$14.95 ","Sept",2008,"Arabic","Iraq","Haider Al-Kabi","Dan Veach","Editor"
"9781891270239","Of My Real Life I Know Nothing","Ana Maria","Moix","Sandra","Kingery","Latin American Literary Review Press","Fiction","$17.00 ","Mar",2008,"Spanish","Spain",,,
"9780156034746","Manuscript of Ashes","Antonio Munoz","Molina","Edith","Grossman","Harcourt","Fiction","$25.00 ","Aug",2008,"Spanish","Spain",,,
"9780720612998","Enormity of the Tragedy","Quim","Monzo","Peter","Bush","Peter Owen Publishers","Fiction","$29.95 ","Feb",2008,"Catalan","Spain",,,
"9781904738329","Blackout","Gianluca","Morozzi","Howard","Curtis","Bitter Lemon","Fiction","$17.84 ","Nov",2008,"Italian","Italy",,,
"9781556592744","Factory of Tears","Valzhyna","Mort","Elizabeth Oehlkers","Wright","Copper Canyon","Poetry","$15.00 ","Apr",2008,"Belarussian","Belarus","Franz","Wright","Translator"
"9780811217071","Senselessness","Horacio Castellanos","Moya","Katherine","Silver","New Directions","Fiction","$15.95 ","May",2008,"Spanish","Honduras",,,
"9780979420832","Banalities","Brane","Mozetic","Elizabeta","Zargi","Midsummer Night's Press","Poetry","$10.95 ","Dec",2008,"Slovenian","Slovenia",,,
"9781933382951","North of Hell","Miguel Correa","Mujica","Alexis","Romay","Green Integer","Fiction","$11.95 ","Feb",2008,"Spanish","Cuba",,,
"9781906300036","Riddle of Qaf","Alberto","Mussa","Lennie","Larkin","Aflame Books","Fiction","$15.95 ","Oct",2008,"Portuguese","Brazil",,,
"9780815609025","Contemporary Iraqi Fiction","Shakir","Mustafa","Shakir","Mustafa","Syracuse University Press","Fiction","$22.95 ","May",2008,"Arabic","Iraq",,,
"9789774161155","Final Night","Buthaina Al","Nasiri","Denys","Johnson-Davies","American University at Cairo","Fiction","$17.95 ","Mar",2008,"Arabic","Iraq",,,
"9780307267085","David Golder, The Ball, Snow in Autum, The Courilof Affair","Irene","Nemirovsky","Sandra","Smith","Everyman's Library","Fiction","$25.00 ","Jan",2008,"French","France",,,
"9781556592720","Hands of the Day","Pablo","Neruda","William","O'Daly","Copper Canyon","Poetry","$17.00 ","May",2008,"Spanish","Chile",,,
"9781556592829","World's End","Pablo","Neruda","William","O'Daly","Copper Canyon","Poetry","$15.00 ","Dec",2008,"Spanish","Chile",,,
"9780375425035","Mind's Eye","Hakan","Nesser","Laurie","Thompson","Pantheon","Fiction","$22.95 ","June",2008,"Swedish","Sweden",,,
"9788190605618","Zero Degree","Charu","Nivedita","Pritham","Chakravarty","Blaft","Fiction","$9.99 ","May",2008,"Tamil","India","Rakesh","Khanna","Translator"
"9781885030412","America & Other Poems","Ayukawa","Nobuo","Shogo","Oketani","Kaya Press","Poetry","$14.95 ","June",2008,"Japanese","Japan",,,
"9781933254357","Different Practice","Fredrik","Nyberg","Jennifer","Hayashida","Ugly Duckling","Poetry","$14.00 ","Apr",2008,"Swedish","Sweden",,,
"9780955233999","Rich Man of Pietermartizburg","Sibusiso","Nyembezi","Sandile","Ngidi","Aflame Books","Fiction","$15.95 ","Feb",2008,"Zulu","South Africa",,,
"9781572411654","In the Junk Shop and Other Stories","Anna","O.","Renate","Latimer","Ariadne Books","Fiction","$17.00 ","Dec",2008,"German","Austria",,,
"9780312426835","Diving Pool: Three Novellas","Yoko","Ogawa","Stephen","Snyder","Picador","Fiction","$13.00 ","Jan",2008,"Japanese","Japan",,,
"9781932234217","Lala Pipo","Hideo","Okuda","Marc","Adler","Vertical","Fiction","$14.95 ","July",2008,"Japanese","Japan",,,
"9781934824016","Pets","Bragi","Olafsson","Janice","Balfour","Open Letter","Fiction","$14.95 ","Oct",2008,"Icelandic","Iceland",,,
"9780955233937","Cadence of the Moon","Oscar Nunez","Olivas","Joanna","Griffin","Aflame Books","Fiction","$15.95 ","Apr",2008,"Spanish","Costa Rica",,,
"9781897231401","Good Morning Comrades",,"Ondjaki","Stephen","Henighan","Biblioasis","Fiction","$15.95 ","Feb",2008,"Portuguese","Angola",,,
"9780955233975","Whistler",,"Ondjaki","Richard","Bartlett","Aflame Books","Fiction","$14.00 ","Feb",2008,"Portuguese","Angola",,,
"9781903517550","Staff Room","Markus","Orths","Mike","Mitchell","Dedalus Books","Fiction","$12.99 ","May",2008,"German","Germany",,,
"9781934287248","Poison Ape","Arimasa","Osawa","Deborah","Iwabuchi","Vertical","Fiction","$15.95 ","Dec",2008,"Japanese","Japan",,,
"9781932234374","Shinjuku Shark","Arimasa","Osawa","Andrew","Clare","Vertical","Fiction","$14.95 ","Jan",2008,"Japanese","Japan",,,
"9781847671813","Howling Miller","Arto","Paasilinna","Will","Hobson","Canongate","Fiction","$14.00 ","Oct",2008,"French","Finland",,,
"9781904738282","Havana Gold","Leonardo","Padura","Peter","Bush","Bitter Lemon","Fiction","$14.95 ","June",2008,"Spanish","Cuba",,,
"9781933254227","Ideals Clearance","Henry","Parland","Johannes","Goransson","Ugly Duckling","Poetry","$14.00 ","Jan",2008,"Swedish","Russia",,,
"9781879378544","Jellyfish","Giancarlo","Pastore","Jamie","Richards","Xenos Books","Fiction","$15.00 ","Feb",2008,"Italian","Italy",,,
"9781582434476","Noir","Olivier","Pauvert","Adriana","Hunter","Counterpoint","Fiction","$14.95 ","Dec",2008,"French","France",,,
"9780385524469","Implacable Order of Things","Jose Luis","Peixoto","Richard","Zenith","Nan A. Talese","Fiction","$22.95 ","Aug",2008,"Portuguese","Portugal",,,
"9780670019885","Sacred Book of the Werewolf","Victor","Pelevin","Andrew","Bromfield","Viking","Fiction","$25.95 ","Sept",2008,"Russian","Russia",,,
"9780399155109","King's Gold","Arturo","Perez-Reverte","Margaret Jull","Costa","Penguin","Fiction","$24.95 ","Aug",2008,"Spanish","Spain",,,
"9781933996080","Juliology","Nicolas","Pesques","Cole","Swensen","Counterpath Press","Poetry","$14.00 ","Aug",2008,"French","France",,,
"9788086264288","Aquamarine","Peter","Pessl","Mark","Kanak","Twisted Spoon Press","Fiction","$15.00 ","Nov",2008,"German","Germany",,,
"9781555975067","To Siberia","Per","Petterson","Anne","Born","Graywolf","Fiction","$22.00 ","Oct",2008,"Norwegian","Norway",,,
"9781933633411","Lemoine Affair","Marcel","Proust","Charlotte","Mandell","Melville House","Fiction","$9.00 ","Feb",2008,"French","France",,,
"9781558615724","Zubaida's Window","Iqbal Al","Qazwini","Azza","El-Kholy","Feminist Press","Fiction","$19.95 ","May",2008,"Arabic","Iraq","Amira","Nowaira","Translator"
"9781933330624","Pearl Jacket and Other Stories","Shouhua","Qi","Shouhua","Qi","Stone Bridge Press","Fiction","$16.95 ","Dec",2008,"Chinese","China",,,
"9780979513749","EyeSeas: Selected Poems","Raymond","Queneau","Daniela","Hurezanu","Black Widow Press","Poetry","$18.95 ","June",2008,"French","France","Stephen","Kessler","Translator"
"9781931896412","Margarita, How Beautiful the Sea","Sergio","Ramirez","Michael","Miller","Curbstone","Fiction","$15.95 ","Jan",2008,"Spanish","Nicaragua",,,
"9780924047589","Young Man from Savoy","Charles Fredinand","Ramuz","Blake","Robinson","Host Publications","Fiction","$12.00 ","June",2008,"French","Switzerland",,,
"9781852429225","Pretty Face","Rafael","Reig","Paul","Hammond","Serpent's Tail","Fiction","$14.95 ","Dec",2008,"Spanish","Spain",,,
"9781590200025","Vermeer's Milmaid and Other Stories","Mauel","Rivas","Jonathan","Dunne","Overlook","Fiction","$21.95 ","Aug",2008,"Galician","Spain",,,
"9780399154898","Last Pope","Luis Miguel","Rocha","Dolores","Koch","Penguin","Fiction","$24.95 ","Aug",2008,"Portuguese","Portugal",,,
"9780924047619","Life As it Is","Nelson","Rodrigues","Alex","Ladd","Host Publications","Fiction","$20.00 ","Dec",2008,"Portuguese","Brazil",,,
"9781933382647","From the Lightning: Selected Poems","Gonzalo","Rojas","John","Simon","Green Integer","Poetry","$14.95 ","Sept",2008,"Spanish","Chile",,,
"9781564784926","Hotel Crystal","Olivier","Rolin","Jane","Kuntz","Dalkey Archive","Fiction","$12.95 ","May",2008,"French","France",,,
"9780924047671","Man and His Shadow","Affonso","Romano de Sant'Anna","Fred","Ellison","Host Publications","Poetry","$10.00 ","Oct",2008,"Portuguese","Brazil",,,
"9781594201561","Wolf Totem","Jiang","Rong","Howard","Goldblatt","Penguin","Fiction","$26.95 ","Mar",2008,"Chinese","China",,,
"9780872864634","State of Exile","Cristina Peri","Rossi","Marilyn","Buck","City Lights","Poetry","$14.95 ","Mar",2008,"Spanish","Uruguay",,,
"9780819568311","Black Mirror and Other Stories","Franz","Rottensteiner","Mike","Mitchell","Wesleyan University Press","Fiction","$27.95 ","Dec",2008,"German","Germany",,,
"9781934287019","Blade of the Courtesans","Keiichiro","Ryu","James","Vardaman","Vertical","Fiction","$21.95 ","Oct",2008,"Japanese","Japan",,,
"9780061543548","Alexander & Alestria","Shan","Sa","Adriana","Hunter","HarperCollins","Fiction","$23.95 ","July",2008,"French","France",,,
"9781566567329","Novel","Nawal el","Saadawi","Omnia","Amin","Interlink","Fiction","$15.00 ","Nov",2008,"Arabic","Egypt",,,
"9780300136036","Songbook: Selected Poems of Umberto Saba","Umberto","Saba","George","Hochfield","Yale University Press","Poetry","$35.00 ","Nov",2008,"Italian","Italy","Leonard","Nathan","Translator"
"9780151014255","Woods and Chalices","Tomaz","Salamun","Brian","Henry","Harcourt","Poetry","$22.00 ","Apr",2008,"Slovenian","Slovenia",,,
"9781558855144","Under the Bridge: Stories from the Border","Rosario","Sanmiguel","John","Pluecker","Arte Publico","Fiction","$14.95 ","Mar",2008,"Spanish","Mexico",,,
"9780061479670","Paris Enigma","Pablo de","Santis","Mara","Lethem","HarperCollins","Fiction","$24.95 ","Nov",2008,"Spanish","Argentina",,,
"9781933254395","Dreaming Escape","Valentina","Saracini","Erica","Weitzman","Ugly Duckling","Poetry","$15.00 ","June",2008,"Albanian","Albania","Rudina Jasini","Flora Ismaili","Translator"
"9780151012749","Death with Interruptions","Jose","Saramago","Margaret Jull","Costa","Harcourt","Fiction","$24.00 ","Oct",2008,"Portuguese","Portugal",,,
"9780375420917","Homecoming","Bernard","Schlink","Michael Henry","Heim","Pantheon","Fiction","$24.00 ","Jan",2008,"German","Germany",,,
"9781901285710","Game of Cards","Adolf","Schroder","Andrew","Brown","Pushkin Press","Fiction","$14.95 ","Feb",2008,"German","Germany",,,
"9780307265593","New Lives","Ingo","Schulze","John","Woods","Knopf","Fiction","$28.95 ","Oct",2008,"German","Germany",,,
"9780253220233","Seine Was Red: Paris, October 1961","Leila","Sebbar","Mildred","Mortimer","Indiana University Press","Fiction","$17.95 ","Nov",2008,"French","France",,,
"9781876462659","And the Rat Laughed","Nava","Semel","??","??","Hybrid Publishers","Fiction","$25.00 ","Oct",2008,"Hebrew","Israel",,,
"9785717200837","Minus","Roman","Senchin","Arch","Tait","Glas","Fiction","$15.95 ","Sept",2008,"Russian","Russia",,,
"9780939010783","Door Languages","Zafer","Senocak","Elizabeth Oehlkers","Wright","Zephyr Press","Poetry","$15.00 ","Oct",2008,"German","Germany",,,
"9781590172476","Unforgiving Years","Victor","Serge","Richard","Greeman","New York Review Books","Fiction","$15.95 ","Feb",2008,"French","France",,,
"9781906300005","Fear of Animals","Enrique","Serna","Georgina","Jimenez","Aflame Books","Fiction","$15.95 ","June",2008,"Spanish","Mexico",,,
"9781852248154","Starve the Poets!","Yi","Sha","Simon","Patton","Bloodaxe","Poetry","$23.95 ","Dec",2008,"Chinese","China","Tao","Naikan","Translator"
"9780801888045","French Women Poets of Nine Centuries","Norman","Shapiro","Norman","Shapiro","Johns Hopkins University Press","Poetry","$85.00 ","May",2008,"French","France",,,
"9781933382913","Blood of the Quill: Selected Poetry from Kosovo","Azem","Shkreli","Robert","Elsie","Green Integer","Poetry","$13.95 ","Sept",2008,"Albanian","Albania","Janice","Mathie-Heck","Translator"
"9781933330730","Still Life and Other Stories","Junzo","Shono","Wayne","Lammers","Stone Bridge Press","Fiction","$11.95 ","July",2008,"Japanese","Japan",,,
"9781893996915","Quick Fix","Ana Maria","Shua","Rhona Dahl","Buchanan","White Pine","Fiction","$17.00 ","Feb",2008,"Spanish","Argentina",,,
"9781852247836","Birdsong on the Seabed","Elena","Shvarts","Sasha","Dugdale","Bloodaxe","Poetry","$21.24 ","June",2008,"Russian","Russia",,,
"9781846590375","Blue Fox",,"Sjon","Victoria","Cribb","Telegram","Fiction","$12.95 ","Sept",2008,"Icelandic","Iceland",,,
"9780393064940","Dancer and the Thief","Antonio","Skarmeta","Katherine","Silver","W.W. Norton","Fiction","$24.95 ","Feb",2008,"Spanish","Chile",,,
"9780938872399","Why the Dwarf Had to Be Shot","Sasha","Skenderija","Wayles","Browne","Black Buzzard Press","Poetry","$15.95 ","Oct",2008,"Bosnian","Bosnia and Herzegovina",,,
"9780939010950","Red Shifting","Aleksandr","Skidan","Genya","Turovskaya","Ugly Duckling","Poetry","$15.00 ","Apr",2008,"Russian","Russia",,,
"9781602860803","Elite Squad","Luiz Eduardo","Soares","Clifford","Landers","Weinstein Books","Fiction","$14.95 ","Sept",2008,"Portuguese","Brazil","Andre Batista","Rodrigo Pimentel","Author"
"9781846686337","Prophet Murders","Mehmet Murat","Somer","Kenneth","Dakan","Serpent's Tail","Fiction",,"May",2008,"Turkish","Turkey",,,
"9780979745027","American Fugue","Alexis","Stamatis","Diane","Thiel","Etruscan Press","Fiction","$16.95 ","Apr",2008,"Greek","Greece",,,
"9780802118660","How the Soldier Repairs the Gramophone","Sasa","Stanisic","Anthea","Bell","Grove","Fiction","$24.00 ","June",2008,"German","Bosnia and Herzegovina",,,
"9780967889344","Bad Blood","Borisav","Stankovic","Milo","Yelesiyevich","Serbian Classics Press","Fiction","$19.95 ","Sept",2008,"Serbian","Serbia and Montenegro",,,
"9781597094016","Snowed Under: An Episodic Novel","Antje Ravic","Strubel","Zaia","Alexander","Red Hen","Fiction","$17.95 ","Jan",2008,"German","Germany",,,
"9781590512883","Week in October","Elizabeth","Subercaseaux","Marina","Harss","Other Press","Fiction","$23.95 ","Aug",2008,"Spanish","Chile",,,
